ts_path	loc	rust_path	status	confidence	upstream_sha
crates/better-auth-rs/src/adapters/drizzle_adapter/index.ts	1	crates/better-auth-rs/src/adapters/drizzle_adapter/mod.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/adapters/index.ts	57	crates/better-auth-rs/src/adapters/mod.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/adapters/kysely_adapter/index.ts	1	crates/better-auth-rs/src/adapters/kysely_adapter/mod.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/adapters/memory_adapter/index.ts	1	crates/better-auth-rs/src/adapters/memory_adapter/mod.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/adapters/mongodb_adapter/index.ts	1	crates/better-auth-rs/src/adapters/mongodb_adapter/mod.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/adapters/prisma_adapter/index.ts	1	crates/better-auth-rs/src/adapters/prisma_adapter/mod.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api/dispatch.ts	480	crates/better-auth-rs/src/api/dispatch.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api/index.ts	421	crates/better-auth-rs/src/api/mod.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api/middlewares/authorization.ts	156	crates/better-auth-rs/src/api/middlewares/authorization.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api/middlewares/index.ts	6	crates/better-auth-rs/src/api/middlewares/mod.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api/middlewares/origin-check.ts	355	crates/better-auth-rs/src/api/middlewares/origin_check.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api/rate_limiter/index.ts	542	crates/better-auth-rs/src/api/rate_limiter/mod.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api/routes/account.ts	1036	crates/better-auth-rs/src/api/routes/account.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api/routes/callback.ts	295	crates/better-auth-rs/src/api/routes/callback.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api/routes/email-verification.ts	543	crates/better-auth-rs/src/api/routes/email_verification.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api/routes/error.ts	442	crates/better-auth-rs/src/api/routes/error.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api/routes/index.ts	12	crates/better-auth-rs/src/api/routes/mod.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api/routes/ok.ts	39	crates/better-auth-rs/src/api/routes/ok.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api/routes/password.ts	391	crates/better-auth-rs/src/api/routes/password.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api/routes/session.ts	954	crates/better-auth-rs/src/api/routes/session.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api/routes/sign-in.ts	604	crates/better-auth-rs/src/api/routes/sign_in.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api/routes/sign-out.ts	51	crates/better-auth-rs/src/api/routes/sign_out.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api/routes/sign-up.ts	440	crates/better-auth-rs/src/api/routes/sign_up.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api/routes/update-session.ts	111	crates/better-auth-rs/src/api/routes/update_session.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api/routes/update-user.ts	903	crates/better-auth-rs/src/api/routes/update_user.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api/state/oauth.ts	25	crates/better-auth-rs/src/api/state/oauth.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api/state/should-session-refresh.ts	14	crates/better-auth-rs/src/api/state/should_session_refresh.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/api/to-auth-endpoints.ts	115	crates/better-auth-rs/src/api/to_auth_endpoints.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/auth/base.ts	99	crates/better-auth-rs/src/auth/base.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/auth/full.ts	31	crates/better-auth-rs/src/auth/full.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/auth/minimal.ts	15	crates/better-auth-rs/src/auth/minimal.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/auth/trusted-origins.ts	47	crates/better-auth-rs/src/auth/trusted_origins.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/client/broadcast-channel.ts	74	crates/better-auth-rs/src/client/broadcast_channel.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/client/config.ts	187	crates/better-auth-rs/src/client/config.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/client/equality.ts	57	crates/better-auth-rs/src/client/equality.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
crates/better-auth-rs/src/client/fetch-plugins.ts	24	crates/better-auth-rs/src/client/fetch_plugins.rs	todo	-	a90d061de7cdbd60e796230aadf5d1082add1fe2
